title,company,location,url,description,source,experience,salary
Data Analyst - Recruitment Industry,YO IT CONSULTING,"Indore, Madhya Pradesh, India",https://in.linkedin.com/jobs/view/data-analyst-recruitment-industry-at-yo-it-consulting-4156983290?position=3&pageNum=0&refId=7ZNrb1g8d3gCjgHP0w5HNA%3D%3D&trackingId=EJOeS%2FDXoTjSaL4Dyp2EoQ%3D%3D,"YO IT CONSULTING provided pay range
This range is provided by YO IT CONSULTING. Your actual pay will be based on your skills and experience — talk with your recruiter to learn more.
Base pay range
₹5,000.00/mo - ₹8,000.00/mo
Job Poster Analyst - Recruitment Industry

Location: Indore

Experience: 1-3 years

Job Description:

We are seeking a Job Poster to join our recruitment team and play a crucial role in attracting top talent. The ideal candidate will be responsible for creating, optimizing, and managing job postings across various platforms to ensure maximum visibility and engagement from potential candidates.

Key Responsibilities:

Create and publish compelling job descriptions on job boards, company websites, and social media.
Ensure job postings are optimized for search engines (SEO) to increase visibility.
Regularly update and refresh job listings based on hiring needs and candidate engagement.
Coordinate with recruiters and hiring managers to ensure job descriptions align with role expectations.
Monitor job posting performance and make necessary adjustments to improve application rates.
Manage employer branding and online presence through job advertisements.
Ensure compliance with recruitment policies and industry standards in job postings.
Utilize recruitment tools and platforms (ATS, LinkedIn, Indeed, etc.) to post and track job listings.

Required Skills & Qualifications:

0-3 years of experience in job posting, recruitment, or HR-related roles.
Strong written communication skills and attention to detail.
Familiarity with job boards, ATS platforms, and social media recruitment strategies.
Knowledge of SEO best practices for job descriptions is a plus.
Ability to multitask and manage multiple job postings simultaneously.
Basic understanding of recruitment and hiring processes.

Preferred Qualifications:

Experience in employer branding and recruitment marketing.
Knowledge of recruitment analytics to track job posting performance.
Experience working in a fast-paced recruitment environment.

Why Join Us?

Opportunity to work with a dynamic and growing recruitment team.
Competitive salary and career growth opportunities.
Exposure to the latest recruitment tools and strategies.

Preferred Qualifications:

Experience in employer branding and recruitment marketing.
Knowledge of recruitment analytics to track job posting performance.
Experience working in a fast-paced recruitment environment.

Skills: social media recruitment strategies,recruitment tools,recruitment,ats platforms,social media recruitment,recruitment analytics,branding,job posting,hr-related roles,employer branding,written communication,recruitment processes,hiring,listings,seo best practices,multitasking,platforms,recruitment marketing,job boards,seo,attention to detail
Show less
Seniority level
Entry level
Employment type
Contract
Job function
Information Technology
Industries
Technology, Information and Internet
Referrals increase your chances of interviewing at YO IT CONSULTING by 2x
See who you know",LinkedIn,,
"India Junior Analyst, Process",WM India,"Indore, Madhya Pradesh, India",https://in.linkedin.com/jobs/view/india-junior-analyst-process-at-wm-india-4160437464?position=4&pageNum=0&refId=7ZNrb1g8d3gCjgHP0w5HNA%3D%3D&trackingId=mEUgaVLRJvsGr%2BVRly5S7A%3D%3D,"Job Identification 2203520
Job Category INDIA
Posting Date 06/13/2024, 12:39 PM
Job Schedule Full time
Locations 1ST & 2ND FLOOR, BRILLIANT SAPPHIRE, PLOT NO 10 SCHEME 78, PART II, MADHYA PRADESH, INDORE, Madhya Pradesh, 452010, IN (On-site)
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Business Development and Sales
Industries
IT Services and IT Consulting
Referrals increase your chances of interviewing at WM India by 2x
See who you know",LinkedIn,,
"India Junior Analyst, Process",WM India,"Indore, Madhya Pradesh, India",https://in.linkedin.com/jobs/view/india-junior-analyst-process-at-wm-india-4154540607?position=5&pageNum=0&refId=7ZNrb1g8d3gCjgHP0w5HNA%3D%3D&trackingId=wsg%2BERuT4pYH6Bq9C0v2Vg%3D%3D,"Job Identification 2314582
Job Category INDIA
Posting Date 02/21/2024, 07:54 AM
Job Schedule Full time
Locations 1ST & 2ND FLOOR, BRILLIANT SAPPHIRE, PLOT NO 10 SCHEME 78, PART II, MADHYA PRADESH, INDORE, Madhya Pradesh, 452010, IN (On-site)
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Business Development and Sales
Industries
IT Services and IT Consulting
Referrals increase your chances of interviewing at WM India by 2x
See who you know",LinkedIn,,
Data Analyst (Trainee Remote),Cloudgemini Solutions,Bengaluru,https://www.naukri.com/job-listings-data-analyst-trainee-remote-cloudgemini-solutions-bengaluru-0-to-1-years-240225500812?src=directSearch&sid=17404109880098863&xp=1&px=1,"Description
Collect, clean, and organize data from different sources to ensure accuracy and consistency.
Assist in the development of data models, reports, and dashboards to support business decision-making.
Perform statistical analysis and basic data visualization to identify trends, patterns, and insights.
Work with senior team members to understand business requirements and create tailored data-driven solutions.
Assist in the preparation and presentation of data analysis reports to internal teams.
Contribute to ongoing projects, providing data insights and recommendations for improvement.
Collaborate with cross-functional teams to improve data collection, processing, and reporting strategies.
Learn and apply industry-standard tools and techniques to improve data quality and analysis efficiency.
Requirements
Requirements:
A recent graduate or someone with basic experience in data analysis, statistics, or a related field.
Proficiency in MS Excel; familiarity with data visualization tools like Power BI or Tableau is a plus.
Basic knowledge of SQL, Python, or R for data analysis is preferred.
Strong analytical and problem-solving skills.
Detail-oriented with the ability to work independently and in a team environment.
Excellent communication and interpersonal skills.
A passion for learning new data tools and technologies.
Ability to manage time effectively and handle multiple tasks simultaneously.
Desirable Skills:
Understanding of basic statistics and data analysis concepts.
Familiarity with data wrangling and cleaning techniques.
Exposure to cloud platforms (e.g., AWS, Google Cloud, Azure) is a bonus.
Role: Data Analyst
Industry Type: IT Services & Consulting
Department: Data Science & Analytics
Employment Type: Full Time, Permanent
Role Category: Business Intelligence & Analytics
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
Data analysisAnalyticalData collectionData qualityData AnalystData analyticsdata visualizationAnalyst TraineeSQLPython",Naukri,3 months duration,Unpaid
Finance Executive,LTIMindtree,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/finance-executive-at-ltimindtree-4149486440?position=1&pageNum=0&refId=QFs7i1KSb%2BUnEUckSSn0Ug%3D%3D&trackingId=f92%2BgdfeNTBVhCawbSqinw%3D%3D,"Direct message the job poster from LTIMindtree
Mary Lidia
Mary Lidia
Associate Manager at LTI Mindtree
Education - B.com (all semesters cleared).
Experience - 0-1 Yr
Work Location - Mumbai

Job description
Roles & Responsibilities
1) Tracking and addressing business requirements within required timeline.
2) Review MSAs SOWs Workorder POs.
3) Call off agreement or any other contractual document Identify deviations to Key Contractual fields in iManage to get the same corrected.
4) Thorough understanding of different billing types and need to articulate the same to business while set up if need be contract creation needs to be basis correct document and data entry in the systems
5) Participate in Contract set up calls with Business to have correct set up while creation for seamless revenue recognition Basic Contracts.
6) Good Communication (Written & Verbal)
7) Strong understanding of the data design and their relations to enable reporting and analytics.


If anyone interested , kindly share your resume to mary.lidia@ltimindtree.com
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Accounting/Auditing
Industries
IT Services and IT Consulting
Referrals increase your chances of interviewing at LTIMindtree by 2x
See who you know",LinkedIn,,
"Analyst I/ II (Finance), Pune - India",Air Arabia,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/analyst-i-ii-finance-pune-india-at-air-arabia-4132160237?position=2&pageNum=0&refId=QFs7i1KSb%2BUnEUckSSn0Ug%3D%3D&trackingId=TBl6EeoKdwPB5lZhFBUuEg%3D%3D,"Date: 14 Feb 2025

Company: Air Arabia PJSC (G9)

Location:

Pune, IN

Country: IN

Special Note

This role comes under ""CoreOps Service Private Limited"", Air Arabia's newly launched Global Capability Center in Pune, India.

CoreOps Services Private Limited (a subsidiary of “Air Arabia PJSC”) caters to the global business operations of the Air Arabia group and provides operations support to the Air Arabia parent company as well as its subsidiaries, joint ventures and associates worldwide. “CoreOps” focuses on centralizing, standardizing, and streamlining processes for efficient functioning of the business.

Job Purpose

Assists in managing accounts payable/receivable, general ledger entries, reconciliations, and reports, aiming to optimize process efficiency and support client satisfaction. The role involves extensive co-ordination with different teams spread geographically and providing resolutions.

Key Result Responsibilities

Process accounts payable /receivable transactions accurately, ensuring compliance with client policies.
Conduct reconciliations of client/supplier accounts, bank statements, and financial data to maintain updated, error-free records.
Responding to and resolving queries/ requests from different stakeholders
Preparation of different management reports on a regular and ad hoc basis
Assist in preparing financial reports, summaries, and statements for review by senior finance personnel.
Support month-end and year-end close processes as per established timelines.
Collaborate with the team to enhance process efficiency and quality.
Identify and escalate any discrepancies or issues, contributing to continuous improvement initiatives.
Maintain high standards of accuracy and confidentiality, adhering to regulatory requirements.
Ensure client Service Level Agreements (SLA) and timelines are met.

Qualifications (Academic, Training, Languages)

Commerce or Management Graduate (e.g. B.Com, BBA) Or Non-Commerce Graduate with “accounting” as an elective in Class XII Proficient in Microsoft Office applications (Advanced Excel is a MUST)

Work Experience

1 - 4 years of experience in finance & accounting, shared services environments preferred.
Strong understanding of finance and accounting principles and processes.
Excellent numerical accuracy, attention to detail, and organizational skills.
Effective communication skills and customer service orientation with experience in handling queries via calls and emails.
Ability to work independently and manage multiple tasks in a fast-paced environment.
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Finance and Sales
Industries
Airlines and Aviation
Referrals increase your chances of interviewing at Air Arabia by 2x
See who you know",LinkedIn,,
Business and Financial Analysis,Aditya Birla Group,"Kolhapur, Maharashtra, India",https://in.linkedin.com/jobs/view/business-and-financial-analysis-at-aditya-birla-group-4111211495?position=3&pageNum=0&refId=QFs7i1KSb%2BUnEUckSSn0Ug%3D%3D&trackingId=rS15OJgnfnD5sG9Z4AE5eQ%3D%3D,"THIS POSITION IS LOCATED FOR KOLHAPUR LOCATION

The position is required to proactively support the Head Operations and assist him in areas of conducting Unit Performance Reviews, Coordinate the Planning & Budgeting exercise, financial feasibility & Impact Analyses of New Proposals by collecting relevant data and analyzing the same.

Strategic Support

Support Head Operations for Business Analysis required for strategic decisions
Various Analysis, Data Interpretation, Business Insights etc.
Bench marking of key parameters with competitors
Liaison and manage relationships with various functional heads O f the organization for various initiatives

Analysis and Review

Support Head Operations in facilitating unit level performance reviews.
Develop standard formats for tracking progress of new initiatives with help of respective teams
Modify/Prepare new reports/presentation in consultation with Head Operations
Analysis of presentations meant for various reviews
Quarterly performance report
Analyzing monthly production reports received from all functions and highlight key developments to Head Operations.

Standardization

Working with process owners for process standardization and improvement
Develop Standardized MIS for unit.

P lanning and Budgeting

In depth involvement in P&B cycle through appropriate inputs
Co-ordinate the yearly process for the units
Analysis of P&B numbers with actuals

Tracking & Follow up

Tracking of daily reports at units
 Coordinate all unit level meetings, maintain MOM
 Follow up with the departments on the status of open issues
 Support Apex Committee Meetings and follow up on progress

Support

Specific projects as may be assigned by the Head Operations from time to time
Conducting external activities linked to business
Driving the Sustainability Agenda In external communications
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Research, Analyst, and Information Technology
Industries
Executive Offices
Referrals increase your chances of interviewing at Aditya Birla Group by 2x
See who you know",LinkedIn,,
"Billing, Pune",Larsen & Toubro,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/billing-pune-at-larsen-toubro-4139483109?position=4&pageNum=0&refId=QFs7i1KSb%2BUnEUckSSn0Ug%3D%3D&trackingId=nQ%2FTjTbMg9hcT1jVV8I5Kw%3D%3D,"Job Overview

The Billing & Quantity Surveyor (QS) plays a crucial role in cost estimation, billing, contract management, and cost control in real estate projects. The professional is responsible for preparing quantity take-offs, verifying contractor bills, and ensuring financial discipline in project execution.

Key Responsibilities:1. Billing & Payment Management:

Prepare and verify contractor, vendor, and consultant bills as per work done.
Ensure accurate measurements and BOQ (Bill of Quantities) reconciliation.
Work closely with project/site teams to validate work progress and certify payments.
Maintain billing records, invoices, and supporting documents for audit compliance.
Process RA (Running Account) Bills, final bills, and other cost-related documentation.

2. Quantity Surveying & Cost Estimation:

Conduct quantity take-offs and material estimation based on drawings and specifications.
Prepare rate analysis, cost estimation, and budgeting for new and ongoing projects.
Evaluate variation claims and additional work costs with proper justification.
Ensure compliance with contract terms, scope of work, and BOQ provisions.

3. Cost Control & Contract Administration:

Monitor project costs, expenditures, and budget deviations.
Identify cost-saving opportunities and recommend value engineering options.
Assist in tender preparation, contract drafting, and bid evaluation.
Coordinate with procurement teams for vendor negotiations and cost optimization.

4. Coordination & Documentation:

Liaise with project managers, architects, and contractors for smooth execution.
Maintain proper documentation of contracts, work orders, and progress reports.
Ensure compliance with GST, taxation, and statutory regulations in billing.
Conduct periodic site visits to verify physical progress and quality compliance.
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Accounting/Auditing and Finance
Industries
Executive Offices
Referrals increase your chances of interviewing at Larsen & Toubro by 2x
See who you know",LinkedIn,,
Executive - F&A,Larsen & Toubro,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/executive-f-a-at-larsen-toubro-4058407036?position=5&pageNum=0&refId=QFs7i1KSb%2BUnEUckSSn0Ug%3D%3D&trackingId=6zHBQV00%2BYY07II0z3k%2FYQ%3D%3D,"Compile and prepare analysis of financial data and documents for site and business process review.
Coordinate with various sites (both domestic and international locations) for timely closure of internal audit observations.
Collaborate with various departments to streamline processes and improve efficiency.
Periodic site visits along with team for project or fabrication yard review.
Ensure compliance with internal policies, procedures and regulatory requirements.
Monitor changes in regulations and update internal controls accordingly.
Support and coordinate with various department and locations for ICoFR and RACM compliances.
Support other activities of IC internal control department and F&A audit as may be required.
Prepare detailed audit/review reports.
Support process improvement initiatives.
Show less
Seniority level
Executive
Employment type
Full-time
Job function
Business Development and Sales
Industries
Executive Offices
Referrals increase your chances of interviewing at Larsen & Toubro by 2x
See who you know",LinkedIn,,
"Financial Analyst I, FOAA Payroll Accounting team",Amazon,Bengaluru,https://www.naukri.com/job-listings-financial-analyst-i-foaa-payroll-accounting-team-amazon-india-software-dev-centre-pvt-ltd-bengaluru-0-to-4-years-180225500336?src=directSearch&sid=17404110347137226&xp=1&px=1,"Job description
Amazon is a US-based multinational electronic commerce company headquartered in Seattle, Washington. Amazon. com started as an online bookstore, but soon diversified into many other categories, with a vision to be earths most customer-centric company & to build a place where people can come to find and discover anything they might want to buy online.

Amazons Finance Operations, Accounting & Analysis (FOAA) team is a fast-paced, team-focused, dynamic environment and delivering great experiences for our customers is top priority.

FOAA is seeking a Financial Analyst to support our Payroll team. The Financial Analyst will partner with the Global Payroll Finance teams (based in the US) to support in launching, operationalizing and maintaining its payments infrastructure across entities, platforms and marketplaces. This is an exciting opportunity to join a fast-paced business at Amazon. The successful candidate will be strategic, analytical, and have a demonstrated ability to manage the financial responsibilities of a high-growth business. The successful candidate will be comfortable working in cross-functional teams, and demonstrate strong leadership skills.
The ideal candidate must have superior attention to detail and the ability to manage multiple competing priorities. The position represents an exciting opportunity to be a part of an extremely dynamic and high -paced environment, support a global organization and work with accounting and business teams. The role offers significant opportunities for rapid growth and is a great place to learn about various businesses at Amazon.
Work independently to manage projects and support Amazons global business and development teams in the design and implementation of payment methods, new products and offerings.
Provide project management update within and across business units to transition new processes and/or permanent solutions to support the Amazon accounting team.
Coordinate with the global accounting teams to establish and maintain strong communication channels.
Identify, implement, and adhere to best practices across all new project launches
Offering and receiving coaching, support, and guidance to the team.
Perform financial reporting and support monthly P&L analysis and financial forecasts
Developing and reporting on Finance Business Integration (FBI) team performance metrics
Supporting in User Acceptance Testing (UATs) in close co-ordination with business and accounting teams
Assisting on measuring and reporting progress on key goals for the business in a timely manner
Provide inputs for monthly and quarterly business reviews in a timely manner. Facilitate the business reviews with data analysis and follow through with business leaders on actionable items for improving business metrics over a period of time
Long and short term financial planning
Perform ad-hoc business analyses, and financial modeling. Present recommendations to senior management on strategic decisions, and planned future initiatives
Demonstrate appropriate understanding / working knowledge of accounting principles and internal controls, and apply them
Ensure appropriate financial policies, procedures, and internal controls are in place, documented, and operating as intended.
Drive process improvements required to enhance controls.
Actively participate in strategic initiatives and special projects when assigned or required. - Experience using data to influence business decisions
- CA with 0-4 years of post qualification experience in Month end closing of Books of accounts/working on various sub-ledgers/Accounting Knowledge/Balance Sheet Reconciliation and Reporting activities.
- Fluency in Microsoft Excel
- Advanced analytical skills and an ability to work independently in a fast-paced and rapidly changing environment
Role: Financial Analyst
Industry Type: Internet
Department: Finance & Accounting
Employment Type: Full Time, Permanent
Role Category: Finance
Education
UG: Any Graduate
PG: CA in CA
Key Skills
PayrollData analysisExcelFinancial reportingProject managementReconciliationFinancial planningFinancial operationsUser acceptance testingBalance Sheet",Naukri,0 - 4 years,Not Disclosed
"Billing, Pune",Larsen & Toubro,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/billing-pune-at-larsen-toubro-4139483109?position=1&pageNum=0&refId=IkSnkOksxkQbQnVD9n9VAQ%3D%3D&trackingId=K9xBqvr67hPEqo9Ps7VHLg%3D%3D,"Job Overview

The Billing & Quantity Surveyor (QS) plays a crucial role in cost estimation, billing, contract management, and cost control in real estate projects. The professional is responsible for preparing quantity take-offs, verifying contractor bills, and ensuring financial discipline in project execution.

Key Responsibilities:1. Billing & Payment Management:

Prepare and verify contractor, vendor, and consultant bills as per work done.
Ensure accurate measurements and BOQ (Bill of Quantities) reconciliation.
Work closely with project/site teams to validate work progress and certify payments.
Maintain billing records, invoices, and supporting documents for audit compliance.
Process RA (Running Account) Bills, final bills, and other cost-related documentation.

2. Quantity Surveying & Cost Estimation:

Conduct quantity take-offs and material estimation based on drawings and specifications.
Prepare rate analysis, cost estimation, and budgeting for new and ongoing projects.
Evaluate variation claims and additional work costs with proper justification.
Ensure compliance with contract terms, scope of work, and BOQ provisions.

3. Cost Control & Contract Administration:

Monitor project costs, expenditures, and budget deviations.
Identify cost-saving opportunities and recommend value engineering options.
Assist in tender preparation, contract drafting, and bid evaluation.
Coordinate with procurement teams for vendor negotiations and cost optimization.

4. Coordination & Documentation:

Liaise with project managers, architects, and contractors for smooth execution.
Maintain proper documentation of contracts, work orders, and progress reports.
Ensure compliance with GST, taxation, and statutory regulations in billing.
Conduct periodic site visits to verify physical progress and quality compliance.
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Accounting/Auditing and Finance
Industries
Executive Offices
Referrals increase your chances of interviewing at Larsen & Toubro by 2x
See who you know",LinkedIn,,
Junior Associate – Finance & Accounting,eJAmerica,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/junior-associate-%E2%80%93-finance-accounting-at-ejamerica-4157987650?position=2&pageNum=0&refId=IkSnkOksxkQbQnVD9n9VAQ%3D%3D&trackingId=5IoDhUnN5LwIBSdcMPWZsA%3D%3D,"Direct message the job poster from eJAmerica
Bindhu K
Bindhu K
Talent Acquisition Associate @eJAmerica | Soft skills trainer | Image consultant| A growth mindset | Problem Solver | Quick learner I
Job Description
We are seeking a detail-oriented and proactive Junior Associate to join our Finance and Accounting team. The ideal candidate will assist in financial reporting, general ledger management, and supporting key financial processes. This role involves collaboration with cross-functional teams, providing insights to support strategic decision-making while ensuring compliance with regulatory requirements.

Key Responsibilities:
Financial Analysis & Reporting

Conduct account reconciliations and prepare accurate financial statements.
Ensure compliance with organizational goals and deliver monthly reports to senior management.
General Ledger (GL) Management

Assist in maintaining and managing GL functions to ensure financial data accuracy and adherence to reporting standards.
Audit Support

Facilitate internal and external audits, addressing any identified issues to maintain regulatory compliance.
Payroll & Tax Management

Support payroll processes, tax calculations, and benefits administration while ensuring compliance with relevant regulations.
Order-to-Cash (O2C) & Procure-to-Pay (P2P) Collaboration

Collaborate with O2C and P2P teams on invoicing, credit management, and collections to streamline processes.
Asset Management
Track company assets and perform variance analysis to drive process improvements and identify cost-saving opportunities.
Performance Monitoring & Decision Support

Monitor key performance indicators (KPIs), analyze financial trends, and provide actionable insights to support management decisions.
Budgeting & Forecasting

Assist in preparing budgets, forecasts, and capital budgeting for new projects, contributing to informed decision-making.

Qualifications & Skills:
Bachelor’s degree in finance, Accounting, or a related field.
Proficiency in accounting software (e.g., QuickBooks) and MS Office tools (Excel, PowerPoint, Word).
Strong analytical skills with the ability to interpret financial data and provide insights.
Excellent organizational and time management abilities.
Strong interpersonal skills and a collaborative mindset.
Familiarity with compliance standards and tax regulations.
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Finance and Accounting/Auditing
Industries
IT Services and IT Consulting
Referrals increase your chances of interviewing at eJAmerica by 2x
See who you know",LinkedIn,,
Business and Financial Analysis,Aditya Birla Group,"Kolhapur, Maharashtra, India",https://in.linkedin.com/jobs/view/business-and-financial-analysis-at-aditya-birla-group-4111211495?position=3&pageNum=0&refId=IkSnkOksxkQbQnVD9n9VAQ%3D%3D&trackingId=21uFldB0PngzhY1yq8NKwQ%3D%3D,"THIS POSITION IS LOCATED FOR KOLHAPUR LOCATION

The position is required to proactively support the Head Operations and assist him in areas of conducting Unit Performance Reviews, Coordinate the Planning & Budgeting exercise, financial feasibility & Impact Analyses of New Proposals by collecting relevant data and analyzing the same.

Strategic Support

Support Head Operations for Business Analysis required for strategic decisions
Various Analysis, Data Interpretation, Business Insights etc.
Bench marking of key parameters with competitors
Liaison and manage relationships with various functional heads O f the organization for various initiatives

Analysis and Review

Support Head Operations in facilitating unit level performance reviews.
Develop standard formats for tracking progress of new initiatives with help of respective teams
Modify/Prepare new reports/presentation in consultation with Head Operations
Analysis of presentations meant for various reviews
Quarterly performance report
Analyzing monthly production reports received from all functions and highlight key developments to Head Operations.

Standardization

Working with process owners for process standardization and improvement
Develop Standardized MIS for unit.

P lanning and Budgeting

In depth involvement in P&B cycle through appropriate inputs
Co-ordinate the yearly process for the units
Analysis of P&B numbers with actuals

Tracking & Follow up

Tracking of daily reports at units
 Coordinate all unit level meetings, maintain MOM
 Follow up with the departments on the status of open issues
 Support Apex Committee Meetings and follow up on progress

Support

Specific projects as may be assigned by the Head Operations from time to time
Conducting external activities linked to business
Driving the Sustainability Agenda In external communications
Show less
Seniority level
Mid-Senior level
Employment type
Full-time
Job function
Research, Analyst, and Information Technology
Industries
Executive Offices
Referrals increase your chances of interviewing at Aditya Birla Group by 2x
See who you know",LinkedIn,,
Payroll Officer - India (Pune),Air Arabia,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/payroll-officer-india-pune-at-air-arabia-4153677748?position=4&pageNum=0&refId=IkSnkOksxkQbQnVD9n9VAQ%3D%3D&trackingId=Wx4xKkewgTqnlaO95ztV5w%3D%3D,"Job description: Special Note
This role comes under ""CoreOps Service Private Limited"", Air Arabia's newly launched Global Capability Center in Pune, India. CoreOps Services Private Limited (a subsidiary of “Air Arabia PJSC”) caters to the global business operations of the Air Arabia group and provides operations support to the Air Arabia parent company as well as its subsidiaries, joint ventures and associates worldwide. “CoreOps” focuses on centralizing, standardizing, and streamlining processes for efficient functioning of the business.
Job Purpose
Carries necessary calculations and payroll data entry payments and adjustments efficiently ensuring timely processing.  Assists in delivering a smooth running of payroll process from entry to end of service with focus on confidentiality, accuracy, customer satisfaction and in accordance to CoreOps policies and procedures.
Key Result Responsibilities
1. Ensures all payroll transactions are accurately and timely entered to the payroll system and efficiently processed in line with adopted policies and procedures.
2. Prepares all necessary entries to process the monthly payroll for eligible employees; compares the salaries to those of the previous month in order to identify any variations or irregularities in figures.
3. Carries out any necessary adjustments to resolve discrepancies and verify payroll as a first level to be released for the second verification ensuring it is carried on (3) stages/levels.
4. Uploads the Payroll transfer to the designated bank account using their website and Air Arabia credentials for login.  Ensures the transfer is accurately and timely executed to avoid any hazards or inconvenience.
5. Prepares the JV report to be sent to the Finance Department including summary on payroll in order to match with their financial transactions and records.
6. Prepares the “Recharge” reports to be sent to Finance Department in order to debit the Hubs’ accounts with any fixed/variable due charges accordingly.
7. Generates to prepare pension payments for the employees.   Verifies the transactions, then, sends details to Finance Department to issue cheques for the corresponding authorities.
8. Coordinates with Line Managers/HR Generalists/Employee Services Team on all resignations/terminations/retiring employees prior to processing the end of service payment cheques by Finance to ensure no liabilities due for the Company are kept pending.
9. Ensures all necessary exit clearance formalities are properly and timely carried by the employee and necessary documents and IDs are collected. Coordinates with respective HR personnel on cancellation, transfer, travel, and tickets arrangements as applicable.
10. Liaises with employees on any special arrangements to be approved by respective line manager and/or Head of HR prior to releasing. Prepares the necessary calculations and verifies with the employee prior advising Finance to prepare cheques accordingly.
11. Sends regular notifications on new updates related to joiners/leavers/transfers/upgrades and status change to the concerned HR team and to the training coordinators (as applicable to be considered for system training purposes).
12. Cross verifies personnel files entries of new joiners to ensure all data, benefits, and pay criteria are as per employment agreement and in line with Company’s policies and procedures.
13. Analyzes all “Advance Payments” for new and existing staff versus Company’s policies and the corresponding reasons to propose for Manager/HOD approval with justifications and evidences required.
14. Collects, calculates, enters data, and processes transactions related to overtime, deductions, adjustments, increments, bonuses, allowances and benefits, etc. in order to maintain and update payroll information.
15. Checks and follows up on the attendance system records on monthly basis; sends necessary reminders and emails for staff and coordinators to ensure required data for credit hours, training, overtime, leave, absence, etc. are accurate and up-to-date.
16. Ensures data/transactions are accurate, well managed & securely stored in the system, ensuring that there is no leakage of information.
17. Verifies all transactions related to payment requests that come from other departments/sections and confirms accuracy of the data & calculations. Raises queries/ challenges information and payouts if/ when it does not conform to policies and logic.
18. Maintains payroll operations records and necessary documents by creating excel sheets and electronic files to keep a track of the same and utilize in other forms or for different purposes.
19. Provides necessary support to facilitate audit checks; ensures availability, update, and compliance of related documents, reports, attendance sheets and records with the approved standards.
20. Generates from the HR/Payroll system function related and ad-hoc financial reports to be utilized by HR team and Management for different purposes.
21. Performs any other duties as advised by the Supervisor/Line Manager.
Profile description: Qualifications (Academic, training, languages)
Bachelor degree in Accounting /HR/Statistics/Administration or equivalent is preferred; alternately, high school/diploma in a related domain combined with needed working experience.
Proficient in Microsoft Office- (Advanced Excel, and/or Access) Internet and Web Search.
Knowledge in HR Payroll systems and concepts; HRIS systems and software such as Taleo, SAP, Peoplesoft, Oracle ERP are an added value.
Domain Knowledge of Airline HR Systems is considered an advantage. 
Cost Control, Compliance, Budgeting and Auditing certificates and trainings are a plus.
Good written and verbal communication skills, Technical reports, etc.
Fluent in English Language
Work Experience
4+ years of related experience in the Human Resources department in any industry preferably in Airlines/Travel/Tourism; out of which a minimum of 2 years at least handling payroll.
Must have worked in a mid-sized organization operating on a regional/multinational level.
Very good knowledge in HR payroll cycle, process flow and procedures is a pre-requisite.
Strong math and numerical reasoning ability and high accuracy are mandatory for this role.
Familiar with formalities and pre-requisites associated with compliance, internal and external audits.
Capable of meeting deadlines without compromising quality of outcome.
Proven skills in analyzing data, identifying irregularities and spotting numerical errors.
High attention to details, confidentiality, and ability to adhere to procedures and set measures are a must.
Cost-oriented, possesses effective problem solving skills. Capable of working for long hours and under pressure.
Show less
Seniority level
Entry level
Employment type
Full-time
Job function
Human Resources
Industries
Airlines and Aviation and Travel Arrangements
Referrals increase your chances of interviewing at Air Arabia by 2x
See who you know",LinkedIn,,
